number,partner,compliance,alternative,signature,alternative_other_MLI,comments,iso3c,year,minimum_standard,type,inc_frame_member
7,Czech Republic,No,NA,No,NA,,BRA,2018,NA,NA,yes
8,Denmark,No,NA,No,NA,,BRA,2018,NA,NA,yes
9,Ecuador*,No,NA,No,NA,,BRA,2018,NA,NA,no
10,Finland,No,NA,No,NA,,BRA,2018,NA,NA,yes
11,France,No,NA,No,NA,,BRA,2018,NA,NA,yes
12,Hungary,No,NA,No,NA,,BRA,2018,NA,NA,yes
13,India,No,NA,No,NA,,BRA,2018,NA,NA,yes
14,Israel,No,NA,No,NA,,BRA,2018,NA,NA,yes
15,Italy,No,NA,No,NA,,BRA,2018,NA,NA,yes
16,Japan,No,NA,No,NA,,BRA,2018,NA,NA,yes
17,Korea,No,NA,No,NA,,BRA,2018,NA,NA,yes
18,Luxembourg,No,NA,No,NA,,BRA,2018,NA,NA,yes
19,Mexico,No,NA,No,NA,,BRA,2018,NA,NA,yes
20,Netherlands,No,NA,No,NA,,BRA,2018,NA,NA,yes
21,Norway,No,NA,No,NA,,BRA,2018,NA,NA,yes
22,Peru,No,NA,No,NA,,BRA,2018,NA,NA,yes
23,Philippines*,No,NA,No,NA,,BRA,2018,NA,NA,no
24,Portugal,No,NA,No,NA,,BRA,2018,NA,NA,yes
25,Russia,No,NA,No,NA,,BRA,2018,NA,NA,yes
26,Slovak Republic,No,NA,No,NA,,BRA,2018,NA,NA,yes
27,South Africa,No,NA,No,NA,,BRA,2018,NA,NA,yes
28,Spain,No,NA,No,NA,,BRA,2018,NA,NA,yes
29,Sweden,No,NA,No,NA,,BRA,2018,NA,NA,yes
30,Trinidad and,No,NA,No,NA,,BRA,2018,NA,NA,yes
31,Turkey,No,NA,No,NA,,BRA,2018,NA,NA,yes
32,Ukraine,No,NA,No,NA,,BRA,2018,NA,NA,yes
33,Venezuela*,No,NA,No,NA,,BRA,2018,NA,NA,no
1,Switzerland,No,NA,No,NA,,VGB,2018,NA,NA,yes
1,Bahrain,No,NA,No,NA,,BRN,2018,NA,NA,yes
2,China (People's Republic of),No,NA,No,NA,,BRN,2018,NA,NA,yes
3,Hong Kong (China),No,NA,No,NA,,BRN,2018,NA,NA,yes
4,Indonesia,No,NA,No,NA,,BRN,2018,NA,NA,yes
5,Japan,No,NA,No,NA,,BRN,2018,NA,NA,yes
6,Korea,No,NA,No,NA,,BRN,2018,NA,NA,yes
7,Kuwait*,No,NA,No,NA,,BRN,2018,NA,NA,no
8,Lao People’s Democratic Republic*,No,NA,No,NA,,BRN,2018,NA,NA,no
9,Luxembourg,No,NA,No,NA,,BRN,2018,NA,NA,yes
10,Malaysia,No,NA,No,NA,,BRN,2018,NA,NA,yes
11,Oman,No,NA,No,NA,,BRN,2018,NA,NA,yes
12,Pakistan,No,NA,No,NA,,BRN,2018,NA,NA,yes
13,Qatar,No,NA,No,NA,,BRN,2018,NA,NA,yes
14,Singapore,No,NA,No,NA,,BRN,2018,NA,NA,yes
15,United Arab Emirates,No,NA,No,NA,,BRN,2018,NA,NA,yes
16,United Kingdom,No,NA,No,NA,,BRN,2018,NA,NA,yes
17,Viet Nam,No,NA,No,NA,,BRN,2018,NA,NA,yes
1,Albania*,No,NA,Yes,NA,,BGR,2018,NA,NA,no
2,Algeria*,No,NA,Yes,NA,,BGR,2018,NA,NA,no
3,Armenia*,No,NA,Yes,NA,,BGR,2018,NA,NA,no
4,Austria,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
5,Azerbaijan*,No,NA,Yes,NA,,BGR,2018,NA,NA,no
6,Bahrain,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
7,Belarus*,No,NA,Yes,NA,,BGR,2018,NA,NA,no
8,Belgium,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
9,Canada,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
10,China (People's Republic of),No,NA,Yes,NA,,BGR,2018,NA,NA,yes
11,Croatia,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
12,Cyprus*,No,NA,Yes,NA,,BGR,2018,NA,NA,no
13,Czech Republic,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
14,Democratic People's Republic of Korea*,No,NA,Yes,NA,,BGR,2018,NA,NA,no
15,Denmark,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
16,Egypt,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
17,Estonia,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
18,Finland,No,NA,No,NA,,BGR,2018,NA,NA,yes
19,France,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
20,Georgia,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
21,Germany,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
22,Greece,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
23,Hungary,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
24,India,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
25,Indonesia,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
26,Iran*,No,NA,Yes,NA,,BGR,2018,NA,NA,no
27,Ireland,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
28,Israel,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
29,Italy,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
30,Japan,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
31,Jordan*,No,NA,Yes,NA,,BGR,2018,NA,NA,no
32,Kazakhstan,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
33,Korea,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
34,Kuwait*,No,NA,Yes,NA,,BGR,2018,NA,NA,no
35,Latvia,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
36,Lebanon*,No,NA,Yes,NA,,BGR,2018,NA,NA,no
37,Lithuania,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
38,Luxembourg,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
39,Macedonia*,No,NA,Yes,NA,,BGR,2018,NA,NA,no
40,Malta,No,NA,No,NA,,BGR,2018,NA,NA,yes
41,Moldova*,No,NA,Yes,NA,,BGR,2018,NA,NA,no
42,Mongolia,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
43,Montenegro*,No,NA,Yes,NA,,BGR,2018,NA,NA,no
44,Morocco*,No,NA,Yes,NA,,BGR,2018,NA,NA,no
45,Netherlands,No,NA,No,NA,,BGR,2018,NA,NA,yes
46,Norway,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
47,Poland,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
48,Portugal,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
49,Qatar,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
50,Romania,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
51,Russia,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
52,Serbia,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
53,Singapore,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
54,Slovak Republic,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
55,Slovenia,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
56,South Africa,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
57,Spain,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
58,Sweden,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
59,Switzerland,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
60,Syrian Arab Republic*,No,NA,Yes,NA,,BGR,2018,NA,NA,no
61,Thailand,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
62,Turkey,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
63,Ukraine,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
64,United Arab Emirates,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
65,United Kingdom,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
66,United States,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
67,Uzbekistan*,No,NA,Yes,NA,,BGR,2018,NA,NA,no
68,Viet Nam,No,NA,Yes,NA,,BGR,2018,NA,NA,yes
69,Zimbabwe*,No,NA,Yes,NA,,BGR,2018,NA,NA,no
1,Benin,No,NA,No,NA,,BFA,2018,NA,NA,yes
2,Cote d'Ivoire,No,NA,No,NA,,BFA,2018,NA,NA,yes
3,France,No,NA,Yes,NA,,BFA,2018,NA,NA,yes
4,Guinea- Bissau*,No,NA,No,NA,,BFA,2018,NA,NA,no
5,Mali*,No,NA,No,NA,,BFA,2018,NA,NA,no
6,Niger*,No,NA,No,NA,,BFA,2018,NA,NA,no
7,Senegal,No,NA,No,NA,,BFA,2018,NA,NA,yes
8,Togo*,No,NA,No,NA,,BFA,2018,NA,NA,no
9,Tunisia,No,NA,Yes,NA,,BFA,2018,NA,NA,yes
1,Canada,No,NA,Yes,NA,,CMR,2018,NA,NA,yes
2,France,No,NA,Yes,NA,,CMR,2018,NA,NA,yes
3,South Africa,No,NA,Yes,NA,,CMR,2018,NA,NA,yes
4,Tunisia,No,NA,Yes,NA,,CMR,2018,NA,NA,yes
1,Algeria*,No,NA,No,NA,,CAN,2018,NA,NA,no
2,Argentina,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
3,Armenia*,No,NA,No,NA,,CAN,2018,NA,NA,no
4,Australia,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
5,Austria,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
6,Azerbaijan*,No,NA,Yes,NA,,CAN,2018,NA,NA,no
7,Bangladesh*,No,NA,Yes,NA,,CAN,2018,NA,NA,no
8,Barbados,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
9,Belgium,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
10,Brazil,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
11,Bulgaria,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
12,Cameroon,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
13,Chile,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
14,China (People's Republic of),No,NA,Yes,NA,,CAN,2018,NA,NA,yes
15,Chinese Taipei14,No,NA,No,NA,,CAN,2018,NA,NA,yes
16,Colombia,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
17,Cote d'Ivoire,No,NA,No,NA,,CAN,2018,NA,NA,yes
18,Croatia,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
19,Cyprus*,No,NA,Yes,NA,,CAN,2018,NA,NA,no
20,Czech Republic,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
21,Denmark,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
22,Dominican Republic*,No,NA,Yes,NA,,CAN,2018,NA,NA,no
23,Ecuador*,No,NA,No,NA,,CAN,2018,NA,NA,no
24,Egypt,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
25,Estonia,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
26,Finland,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
27,France,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
28,Gabon,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
29,Germany,No,NA,No,NA,,CAN,2018,NA,NA,yes
30,Greece,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
31,Guyana*,No,NA,No,NA,,CAN,2018,NA,NA,no
32,Hong Kong (China),No,NA,Yes,NA,,CAN,2018,NA,NA,yes
33,Hungary,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
34,Iceland,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
35,India,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
36,Indonesia,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
37,Ireland,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
38,Israel,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
39,Italy,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
40,Jamaica,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
41,Japan,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
42,Jordan*,No,NA,Yes,NA,,CAN,2018,NA,NA,no
43,Kazakhstan,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
44,Kenya,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
45,Korea,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
46,Kuwait*,No,NA,No,NA,,CAN,2018,NA,NA,no
47,Kyrgyzstan*,No,NA,No,NA,,CAN,2018,NA,NA,no
48,Latvia,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
49,Lithuania,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
50,Luxembourg,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
51,Malaysia,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
52,Malta,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
53,Mexico,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
54,Moldova*,No,NA,Yes,NA,,CAN,2018,NA,NA,no
55,Mongolia,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
56,Morocco*,No,NA,Yes,NA,,CAN,2018,NA,NA,no
57,Netherlands,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
58,New Zealand,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
59,Nigeria,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
60,Norway,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
61,Oman,No,NA,No,NA,,CAN,2018,NA,NA,yes
62,Pakistan,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
63,Papua New Guinea,No,NA,No,NA,,CAN,2018,NA,NA,yes
64,Peru,No,NA,No,NA,,CAN,2018,NA,NA,yes
65,Philippines*,No,NA,Yes,NA,,CAN,2018,NA,NA,no
66,Poland,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
67,Portugal,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
68,Romania,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
69,Russia,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
70,Senegal,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
71,Serbia,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
72,Singapore,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
73,Slovak Republic,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
74,Slovenia,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
75,South Africa,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
76,Spain,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
77,Sri Lanka,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
78,Sweden,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
79,Switzerland,No,NA,No,NA,,CAN,2018,NA,NA,yes
80,Tanzania*,No,NA,Yes,NA,,CAN,2018,NA,NA,no
81,Thailand,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
82,Trinidad and Tobago,No,NA,No,NA,,CAN,2018,NA,NA,yes
83,Tunisia,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
84,Turkey,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
85,Ukraine,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
86,United Arab Emirates,No,NA,No,NA,,CAN,2018,NA,NA,yes
87,United Kingdom,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
88,United States,No,NA,No,NA,,CAN,2018,NA,NA,yes
89,Uzbekistan*,No,NA,No,NA,,CAN,2018,NA,NA,no
90,Venezuela*,No,NA,No,NA,,CAN,2018,NA,NA,no
91,Viet Nam,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
92,Zambia,No,NA,Yes,NA,,CAN,2018,NA,NA,yes
93,Zimbabwe*,No,NA,Yes,NA,,CAN,2018,NA,NA,no
1,Argentina,Yes,PPT and LOB,N/A,NA,,CHL,2018,PPT and LOB,NA,yes
2,Australia,No,NA,Yes,NA,,CHL,2018,NA,NA,yes
3,Austria,No,NA,Yes,NA,,CHL,2018,NA,NA,yes
4,Belgium,No,NA,Yes,NA,,CHL,2018,NA,NA,yes
5,Brazil,No,NA,Yes,NA,,CHL,2018,NA,NA,yes
6,Canada,No,NA,Yes,NA,,CHL,2018,NA,NA,yes
7,China (People's Republic of),Yes,PPT and LOB,N/A,NA,,CHL,2018,PPT and LOB,NA,yes
8,Colombia,No,NA,Yes,NA,,CHL,2018,NA,NA,yes
9,Croatia,No,NA,Yes,NA,,CHL,2018,NA,NA,yes
10,Czech Republic,No,NA,Yes,NA,,CHL,2018,NA,NA,yes
11,Denmark,No,NA,Yes,NA,,CHL,2018,NA,NA,yes
12,Ecuador*,No,NA,Yes,NA,,CHL,2018,NA,NA,no
13,France,No,NA,Yes,NA,,CHL,2018,NA,NA,yes
14,Ireland,No,NA,Yes,NA,,CHL,2018,NA,NA,yes
15,Italy,Yes,PPT,N/A,NA,,CHL,2018,PPT,NA,yes
16,Japan,Yes,PPT,N/A,NA,,CHL,2018,PPT,NA,yes
17,Korea,No,NA,Yes,NA,,CHL,2018,NA,NA,yes
18,Malaysia,No,NA,Yes,NA,,CHL,2018,NA,NA,yes
19,Mexico,No,NA,Yes,NA,,CHL,2018,NA,NA,yes
20,New Zealand,No,NA,Yes,NA,,CHL,2018,NA,NA,yes
21,Norway,No,NA,Yes,NA,,CHL,2018,NA,NA,yes
22,Paraguay,No,NA,Yes,NA,,CHL,2018,NA,NA,yes
23,Peru,No,NA,Yes,NA,,CHL,2018,NA,NA,yes
24,Poland,No,NA,Yes,NA,,CHL,2018,NA,NA,yes
25,Portugal,No,NA,Yes,NA,,CHL,2018,NA,NA,yes
26,Russia,No,NA,Yes,NA,,CHL,2018,NA,NA,yes
27,South Africa,No,NA,Yes,NA,,CHL,2018,NA,NA,yes
28,Spain,No,NA,Yes,NA,,CHL,2018,NA,NA,yes
29,Sweden,No,NA,Yes,NA,,CHL,2018,NA,NA,yes
30,Switzerland,No,NA,Yes,NA,,CHL,2018,NA,NA,yes
31,Thailand,No,NA,Yes,NA,,CHL,2018,NA,NA,yes
32,United Kingdom,No,NA,Yes,NA,,CHL,2018,NA,NA,yes
1,Albania*,No,NA,Yes,NA,,CHN,2018,NA,NA,no
2,Algeria*,No,NA,Yes,NA,,CHN,2018,NA,NA,no
3,Armenia*,No,NA,Yes,NA,,CHN,2018,NA,NA,no
4,Australia,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
5,Austria,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
6,Azerbaijan*,No,NA,Yes,NA,,CHN,2018,NA,NA,no
7,Bahrain,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
8,Bangladesh*,No,NA,Yes,NA,,CHN,2018,NA,NA,no
9,Barbados,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
10,Belarus*,No,NA,Yes,NA,,CHN,2018,NA,NA,no
11,Belgium,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
12,Bosnia and Herzegovina*,No,NA,Yes,NA,,CHN,2018,NA,NA,no
13,Brazil,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
14,Brunei Darussalam,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
15,Bulgaria,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
16,Cambodia*,No,NA,Yes,NA,,CHN,2018,NA,NA,no
17,Canada,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
18,Chile,Yes,PPT and LOB,N/A,NA,,CHN,2018,PPT and LOB,NA,yes
19,Croatia,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
20,Cuba*,No,NA,Yes,NA,,CHN,2018,NA,NA,no
21,Cyprus*,No,NA,Yes,NA,,CHN,2018,NA,NA,no
22,Czech Republic,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
23,Denmark,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
24,Ecuador*,No,NA,Yes,NA,,CHN,2018,NA,NA,no
25,Egypt,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
26,Estonia,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
27,Ethiopia*,No,NA,Yes,NA,,CHN,2018,NA,NA,no
28,Finland,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
29,France,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
30,Georgia,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
31,Germany,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
32,Greece,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
33,Hungary,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
34,Iceland,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
35,India,No,NA,No,NA,,CHN,2018,NA,NA,yes
36,Indonesia,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
37,Iran*,No,NA,Yes,NA,,CHN,2018,NA,NA,no
38,Ireland,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
39,Israel,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
40,Italy,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
41,Jamaica,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
42,Japan,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
43,Kazakhstan,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
44,Korea,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
45,Kuwait*,No,NA,Yes,NA,,CHN,2018,NA,NA,no
46,Kyrgyzstan*,No,NA,Yes,NA,,CHN,2018,NA,NA,no
47,Lao People’s Democratic Republic*,No,NA,Yes,NA,,CHN,2018,NA,NA,no
48,Latvia,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
49,Lithuania,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
50,Luxembourg,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
51,Macedonia*,No,NA,Yes,NA,,CHN,2018,NA,NA,no
52,Malaysia,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
53,Malta,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
54,Mauritius,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
55,Mexico,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
56,Moldova*,No,NA,Yes,NA,,CHN,2018,NA,NA,no
57,Mongolia,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
58,Montenegro*,No,NA,Yes,NA,,CHN,2018,NA,NA,no
59,Morocco*,No,NA,Yes,NA,,CHN,2018,NA,NA,no
60,Nepal*,No,NA,Yes,NA,,CHN,2018,NA,NA,no
61,Netherlands,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
62,New Zealand,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
63,Nigeria,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
64,Norway,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
65,Oman,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
66,Pakistan,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
67,Papua New Guinea,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
68,Philippines*,No,NA,Yes,NA,,CHN,2018,NA,NA,no
69,Poland,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
70,Portugal,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
71,Qatar,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
72,Romania,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
73,Russia,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
74,Saudi Arabia,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
75,Serbia,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
76,Seychelles,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
77,Singapore,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
78,Slovak Republic,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
79,Slovenia,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
80,South Africa,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
81,Spain,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
82,Sri Lanka,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
83,Sudan*,No,NA,Yes,NA,,CHN,2018,NA,NA,no
84,Sweden,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
85,Switzerland,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
86,Syrian Arab Republic*,No,NA,Yes,NA,,CHN,2018,NA,NA,no
87,Tajikistan*,No,NA,Yes,NA,,CHN,2018,NA,NA,no
88,Thailand,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
89,Trinidad and Tobago,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
90,Tunisia,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
91,Turkey,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
92,Turkmenistan*,No,NA,Yes,NA,,CHN,2018,NA,NA,no
93,Ukraine,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
94,United Arab Emirates,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
95,United Kingdom,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
96,United States,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
97,Uzbekistan*,No,NA,Yes,NA,,CHN,2018,NA,NA,no
98,Venezuela*,No,NA,Yes,NA,,CHN,2018,NA,NA,no
99,Viet Nam,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
100,Zambia,No,NA,Yes,NA,,CHN,2018,NA,NA,yes
101,Zimbabwe*,No,NA,Yes,NA,,CHN,2018,NA,NA,no
1,Bolivia*,No,NA,No,NA,,COL,2018,NA,NA,no
2,Canada,No,NA,Yes,NA,,COL,2018,NA,NA,yes
3,Chile,No,NA,Yes,NA,,COL,2018,NA,NA,yes
4,Czech Republic,No,NA,Yes,NA,,COL,2018,NA,NA,yes
5,Ecuador*,No,NA,No,NA,,COL,2018,NA,NA,no
6,India,No,NA,Yes,NA,,COL,2018,NA,NA,yes
7,Korea,No,NA,Yes,NA,,COL,2018,NA,NA,yes
8,Mexico,No,NA,Yes,NA,,COL,2018,NA,NA,yes
9,Peru,No,NA,No,NA,,COL,2018,NA,NA,yes
10,Portugal,No,NA,Yes,NA,,COL,2018,NA,NA,yes
11,Spain,No,NA,Yes,NA,,COL,2018,NA,NA,yes
12,Switzerland,No,NA,Yes,NA,,COL,2018,NA,NA,yes
1,France,No,NA,No,NA,,COG,2018,NA,NA,yes
2,Italy,No,NA,No,NA,,COG,2018,NA,NA,yes
3,Mauritius,No,NA,No,NA,,COG,2018,NA,NA,yes
1,Germany,No,NA,Yes,NA,,CRI,2018,NA,NA,yes
2,Spain,No,NA,Yes,NA,,CRI,2018,NA,NA,yes
1,Belgium,No,NA,Yes,NA,,CIV,2018,NA,NA,yes
2,Benin,No,NA,No,NA,,CIV,2018,NA,NA,yes
3,Burkina Faso,No,NA,No,NA,,CIV,2018,NA,NA,yes
4,Canada,No,NA,Yes,NA,,CIV,2018,NA,NA,yes
5,France,No,NA,Yes,NA,,CIV,2018,NA,NA,yes
6,Germany,No,NA,Yes,NA,,CIV,2018,NA,NA,yes
7,Guinea- Bissau*,No,NA,No,NA,,CIV,2018,NA,NA,no
8,Italy,No,NA,Yes,NA,,CIV,2018,NA,NA,yes
9,Mali*,No,NA,No,NA,,CIV,2018,NA,NA,no
10,Morocco*,No,NA,Yes,NA,,CIV,2018,NA,NA,no
11,Niger*,No,NA,No,NA,,CIV,2018,NA,NA,no
12,Norway,No,NA,Yes,NA,,CIV,2018,NA,NA,yes
13,Portugal,No,NA,Yes,NA,,CIV,2018,NA,NA,yes
14,Senegal,No,NA,No,NA,,CIV,2018,NA,NA,yes
15,Switzerland,No,NA,No,NA,,CIV,2018,NA,NA,yes
