TREATYID,REFERENCE,C1LONG,C2LONG,TYPE,SIGNED,EFFECTIVE,STATUS,C1CODE,C1INCOME,C1REGION,C2CODE,C2INCOME,C2REGION,SOURCE,WHTRATES,PE,OTHER,UN,5i,5ii,5iii,5iv,5v,5vi,5vii,5viii,7i,7ii,8i,10i,10ii,10iii,11i,11ii,12i,12ia,12ib,12iv,13i,13ii,14i,16i,21i,25i,27i,29i,paircode,Termination,superseded,ended
1088,NA,Brunei Darussalam,Vietnam,Original,2007,2010,In Force,BRN,High income,East Asia & Pacific,VNM,Lower middle income,East Asia & Pacific,0.66,0.38,0.97,0.63,0.76,6,YES,6,NO,NO,YES,YES,YES,YES,NO,NO,10,NA,10,10,10,10,10,10,0,YES,YES,YES,NO,YES,NO,NO,NA,BRN - VNM,NA,NA,NA
1128,NA,Bulgaria,Mongolia,Original,2000,2004,In Force,BGR,Upper middle income,Europe & Central Asia,MNG,Lower middle income,East Asia & Pacific,0.27,0.38,0.31,0.13,0.18,12,NO,NO,YES,YES,NO,YES,YES,NO,NO,NO,10,NA,10,10,10,10,10,10,0,NO,NO,YES,NO,NO,NO,NO,NA,BGR - MNG,NA,NA,NA
1158,NA,Bulgaria,Vietnam,Original,1996,1997,In Force,BGR,Upper middle income,Europe & Central Asia,VNM,Lower middle income,East Asia & Pacific,0.72,0.69,0.84,0.63,0.76,6,YES,NO,NO,NO,YES,YES,YES,NO,YES,NO,15,NA,15,10,10,15,15,15,15,YES,YES,YES,NO,YES,NO,NO,NA,BGR - VNM,NA,NA,NA
1159,NA,Bulgaria,Zimbabwe,Original,1988,1991,In Force,BGR,Upper middle income,Europe & Central Asia,ZWE,Lower middle income,Sub-Saharan Africa,0.43,0.56,0.47,0.25,0.41,6,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,10,25,20,10,10,10,10,10,10,YES,NO,YES,NO,NO,NO,NO,NA,BGR - ZWE,NA,NA,NA
1162,NA,Burkina Faso,Morocco,Original,2012,NA,Not In Force,BFA,Low income,Sub-Saharan Africa,MAR,Lower middle income,Middle East & North Africa,0.74,0.5,0.97,0.75,0.88,6,YES,2,NO,NO,YES,YES,YES,YES,YES,NO,10,NA,10,10,10,10,10,10,10,YES,NO,YES,YES,YES,NO,YES,NA,BFA - MAR,NA,NA,NA
1163,NA,Burkina Faso,Tunisia,Original,2003,2014,In Force,BFA,Low income,Sub-Saharan Africa,TUN,Lower middle income,Middle East & North Africa,0.31,0.23,0.45,0.25,0.32,9,NO,NO,YES,YES,YES,YES,YES,NO,YES,NO,8,NA,8,5,5,5,5,5,0,NO,NO,YES,NO,NO,NO,NO,NA,BFA - TUN,NA,NA,NA
1165,NA,Cameroon,Canada,Original,1982,1988,In Force,CMR,Lower middle income,Sub-Saharan Africa,CAN,High income,North America,0.58,0.75,0.5,0.5,0.47,0,NO,6,YES,YES,YES,NO,YES,NO,NO,NO,20,NA,20,20,20,20,20,20,0,NA,NA,YES,YES,YES,NO,NO,NA,CMR - CAN,NA,NA,NA
1170,NA,Cameroon,Morocco,Original,2012,NA,Not In Force,CMR,Lower middle income,Sub-Saharan Africa,MAR,Lower middle income,Middle East & North Africa,0.7,0.38,0.97,0.75,0.82,6,YES,3,NO,NO,YES,YES,YES,YES,YES,NO,10,NA,10,10,10,10,10,10,0,YES,NO,YES,YES,YES,NO,YES,NA,CMR - MAR,NA,NA,NA
1173,NA,Cameroon,Tunisia,Original,1999,2006,In Force,CMR,Lower middle income,Sub-Saharan Africa,TUN,Lower middle income,Middle East & North Africa,0.57,0.71,0.73,0.25,0.53,3,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,12,NA,12,15,15,15,15,15,15,NO,NO,YES,NO,YES,NO,NO,NA,CMR - TUN,NA,NA,NA
1214,NA,Canada,Côte d'Ivoire,Original,1983,1986,In Force,CAN,High income,North America,CIV,Lower middle income,Sub-Saharan Africa,0.57,0.5,0.84,0.38,0.59,6,YES,NO,NO,NO,YES,YES,YES,NO,NO,NO,15,NA,15,15,15,10,10,10,0,YES,NO,YES,NO,YES,NO,NO,OTHER,CAN - CIV,NA,NA,NA
1222,NA,Canada,Kenya,Original,1983,1987,In Force,CAN,High income,North America,KEN,Lower middle income,Sub-Saharan Africa,0.67,0.78,0.59,0.63,0.65,6,YES,NO,YES,YES,YES,YES,YES,NO,YES,YES,15,10,25,15,15,15,15,15,15,YES,NO,YES,NO,YES,NO,NO,NA,CAN - KEN,NA,NA,NA
1242,NA,Canada,Mongolia,Original,2002,2003,In Force,CAN,High income,North America,MNG,Lower middle income,East Asia & Pacific,0.38,0.42,0.34,0.38,0.41,6,YES,6,YES,YES,NO,NO,NO,NO,NO,NO,5,10,15,10,10,10,5,10,5,YES,NO,YES,NO,YES,NO,NO,OTHER,CAN - MNG,NA,NA,NA
1250,NA,Canada,Nigeria,Original,1992,2000,In Force,CAN,High income,North America,NGA,Lower middle income,Sub-Saharan Africa,0.52,0.48,0.23,0.83,0.47,3,YES,NO,YES,YES,NO,NO,NO,YES,YES,YES,12.5,10,15,12.5,12.5,12.5,12.5,12.5,0,NA,NA,YES,NO,YES,NO,NO,OTHER,CAN - NGA,NA,NA,NA
1254,NA,Canada,Pakistan,Original,1976,1977,Superseded,CAN,High income,North America,PAK,Lower middle income,South Asia,0.66,0.64,0.61,0.75,0.65,3,YES,3,YES,YES,YES,NO,YES,YES,YES,NO,15,25,NO LIMIT,25,25,20,0,20,0,YES,YES,YES,NO,YES,NO,NO,NA,CAN - PAK,NA,2020,2020
1255,NA,Canada,Papua New Guinea,Original,1987,1990,In Force,CAN,High income,North America,PNG,Lower middle income,East Asia & Pacific,0.62,0.5,0.86,0.5,0.65,3,YES,3,NO,NO,YES,NO,YES,YES,NO,NO,25,NA,25,10,10,10,10,10,0,YES,NO,YES,NO,YES,NO,NO,NA,CAN - PNG,NA,NA,NA
1257,NA,Canada,Philippines,Original,1976,1977,In Force,CAN,High income,North America,PHL,Lower middle income,East Asia & Pacific,0.58,0.66,0.47,0.63,0.53,6,YES,NO,YES,YES,YES,YES,NO,YES,NO,YES,15,10,25,15,15,25,25,25,0,YES,NO,YES,NO,YES,NO,NO,NA,CAN - PHL,NA,NA,NA
1265,NA,Canada,Senegal,Original,2001,2004,In Force,CAN,High income,North America,SEN,Lower middle income,Sub-Saharan Africa,0.48,0.59,0.61,0.25,0.41,3,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,16,NA,16,16,16,15,15,15,0,YES,NO,YES,NO,NO,NO,NO,NA,CAN - SEN,NA,NA,NA
1274,NA,Canada,Sri Lanka,Original,1982,1986,In Force,CAN,High income,North America,LKA,Upper middle income,South Asia,0.35,0.46,0.09,0.5,0.29,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,15,NA,15,15,15,10,0,10,0,YES,YES,YES,NO,YES,NO,NO,NA,CAN - LKA,NA,NA,NA
1282,NA,Canada,Tanzania,Original,1995,1998,In Force,CAN,High income,North America,TZA,Low income,Sub-Saharan Africa,0.8,0.94,0.59,0.88,0.76,6,YES,6,YES,YES,NO,YES,YES,YES,NO,YES,20,15,25,15,15,20,20,20,20,YES,YES,YES,YES,YES,NO,NO,OTHER,CAN - TZA,NA,NA,NA
1302,NA,Canada,Vietnam,Original,1997,1999,In Force,CAN,High income,North America,VNM,Lower middle income,East Asia & Pacific,0.66,0.5,0.97,0.5,0.76,6,YES,6,NO,NO,YES,YES,YES,NO,YES,NO,10,25,15,10,10,10,10,10,7.5,YES,YES,YES,NO,YES,NO,NO,OTHER,CAN - VNM,NA,NA,NA
1303,NA,Canada,Zambia,Original,1984,1989,In Force,CAN,High income,North America,ZMB,Lower middle income,Sub-Saharan Africa,0.64,0.56,0.73,0.63,0.65,3,YES,3,YES,YES,YES,YES,YES,YES,YES,NO,15,NA,15,15,15,15,15,15,0,YES,NO,YES,NO,YES,NO,NO,NA,CAN - ZMB,NA,NA,NA
1304,NA,Canada,Zimbabwe,Original,1992,1995,In Force,CAN,High income,North America,ZWE,Lower middle income,Sub-Saharan Africa,0.66,0.63,0.72,0.63,0.71,6,YES,6,NO,NO,YES,NO,NO,YES,NO,NO,10,25,20,15,15,10,10,10,10,YES,YES,YES,NO,YES,NO,NO,OTHER,CAN - ZWE,NA,NA,NA
1305,NA,Cabo Verde,"Macao SAR, China",Original,2010,2012,In Force,CPV,Lower middle income,Sub-Saharan Africa,MAC,High income,East Asia & Pacific,0.41,0.38,0.47,0.38,0.41,6,YES,6,YES,YES,NO,NO,YES,NO,NO,NO,10,NA,10,10,10,10,10,10,0,NO,NO,YES,YES,YES,NO,NO,NA,CPV - MAC,NA,NA,NA
1307,NA,Cabo Verde,Portugal,Original,1999,2001,In Force,CPV,Lower middle income,Sub-Saharan Africa,PRT,High income,Europe & Central Asia,0.28,0.38,0.34,0.13,0.24,6,YES,6,YES,YES,NO,NO,NO,NO,NO,NO,10,NA,10,10,10,10,10,10,0,NO,NO,YES,NO,NO,NO,NO,NA,CPV - PRT,NA,NA,NA
1321,NA,Chad,Tunisia,Original,2012,NA,Not In Force,TCD,Low income,Sub-Saharan Africa,TUN,Lower middle income,Middle East & North Africa,0.31,0.34,0.34,0.25,0.29,6,YES,NO,YES,YES,NO,YES,NO,NO,YES,NO,7.5,NA,7.5,10,10,10,10,10,0,NO,NO,YES,NO,NO,NO,NO,NA,TCD - TUN,NA,NA,NA
1362,NA,China,Ethiopia,Original,2009,2013,In Force,CHN,Upper middle income,East Asia & Pacific,ETH,Low income,Sub-Saharan Africa,0.23,0.21,0.22,0.25,0.24,6,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,5,NA,5,7,7,5,5,5,0,YES,NO,YES,NO,NO,NO,NO,NA,CHN - ETH,NA,NA,NA
1390,NA,China,Lao PDR,Original,1999,2000,In Force,CHN,Upper middle income,East Asia & Pacific,LAO,Lower middle income,East Asia & Pacific,0.29,0.19,0.31,0.38,0.29,12,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,5,NA,5,5,5,5,5,5,0,YES,YES,YES,NO,NO,NO,NO,NA,CHN - LAO,NA,NA,NA
1406,NA,China,Mongolia,Original,1991,1993,In Force,CHN,Upper middle income,East Asia & Pacific,MNG,Lower middle income,East Asia & Pacific,0.36,0.31,0.41,0.38,0.35,18,YES,18,YES,YES,NO,NO,YES,NO,NO,NO,5,NA,5,10,10,10,10,10,0,YES,YES,YES,NO,NO,NO,NO,NA,CHN - MNG,NA,NA,NA
1408,NA,China,Nepal,Original,2001,2011,In Force,CHN,Upper middle income,East Asia & Pacific,NPL,Low income,South Asia,0.55,0.44,0.59,0.63,0.59,6,YES,6,YES,YES,NO,YES,YES,NO,YES,NO,10,NA,10,10,10,15,15,15,0,YES,YES,YES,NO,YES,NO,NO,NA,CHN - NPL,NA,NA,NA
1413,NA,China,Nigeria,Original,2002,2010,In Force,CHN,Upper middle income,East Asia & Pacific,NGA,Lower middle income,Sub-Saharan Africa,0.4,0.28,0.59,0.33,0.47,6,YES,NO,NO,NO,NO,NO,YES,NO,YES,NO,7.5,NA,7.5,7.5,7.5,7.5,7.5,7.5,0,NA,NA,YES,NO,NO,NO,NO,NA,CHN - NGA,NA,NA,NA
1416,NA,China,Pakistan,Original,1989,1990,Superseded,CHN,Upper middle income,East Asia & Pacific,PAK,Lower middle income,South Asia,0.76,0.56,0.84,0.88,0.88,6,YES,NO,NO,NO,YES,YES,YES,YES,YES,NO,10,NA,10,10,10,12.5,12.5,12.5,12.5,YES,YES,YES,YES,YES,NO,NO,NA,CHN - PAK,NA,1999,1999
1417,NA,China,Papua New Guinea,Original,1994,1996,In Force,CHN,Upper middle income,East Asia & Pacific,PNG,Lower middle income,East Asia & Pacific,0.43,0.44,0.47,0.38,0.41,6,YES,6,YES,YES,YES,NO,NO,NO,NO,NO,15,NA,15,10,10,10,10,10,0,YES,YES,YES,NO,NO,NO,NO,NA,CHN - PNG,NA,NA,NA
1419,NA,China,Philippines,Original,1999,2002,In Force,CHN,Upper middle income,East Asia & Pacific,PHL,Lower middle income,East Asia & Pacific,0.38,0.43,0.34,0.38,0.35,6,YES,6,YES,YES,NO,NO,NO,NO,NO,YES,10,10,15,10,10,10,15,10,0,YES,NO,YES,NO,NO,NO,NO,NA,CHN - PHL,NA,NA,NA
1437,NA,China,Sri Lanka,Original,2003,2006,In Force,CHN,Upper middle income,East Asia & Pacific,LKA,Upper middle income,South Asia,0.57,0.38,0.59,0.75,0.65,6,YES,6,YES,YES,NO,YES,YES,NO,YES,YES,10,NA,10,10,10,10,10,10,0,YES,YES,YES,NO,YES,NO,NO,NA,CHN - LKA,NA,NA,NA
1438,NA,China,Sudan,Original,1997,2000,In Force,CHN,Upper middle income,East Asia & Pacific,SDN,Lower middle income,Sub-Saharan Africa,0.36,0.31,0.41,0.38,0.35,18,YES,12,YES,YES,NO,NO,YES,NO,NO,NO,5,NA,5,10,10,10,10,10,0,YES,YES,YES,NO,NO,NO,NO,NA,CHN - SDN,NA,NA,NA
1451,NA,China,Uganda,Original,2012,NA,Not In Force,CHN,Upper middle income,East Asia & Pacific,UGA,Low income,Sub-Saharan Africa,0.35,0.33,0.47,0.25,0.35,6,YES,6,YES,YES,NO,NO,YES,NO,NO,NO,7.5,NA,7.5,10,10,10,10,7,0,YES,NO,YES,NO,NO,NO,NO,NA,CHN - UGA,NA,NA,NA
1463,NA,China,Vietnam,Original,1995,1997,In Force,CHN,Upper middle income,East Asia & Pacific,VNM,Lower middle income,East Asia & Pacific,0.53,0.38,0.59,0.63,0.59,6,YES,6,YES,YES,NO,YES,YES,NO,YES,NO,10,NA,10,10,10,10,10,10,0,YES,YES,YES,NO,YES,NO,NO,NA,CHN - VNM,NA,NA,NA
1464,NA,China,Zambia,Original,2010,2012,In Force,CHN,Upper middle income,East Asia & Pacific,ZMB,Lower middle income,Sub-Saharan Africa,0.23,0.23,0.33,0.13,0.21,9,YES,6,YES,YES,NO,NO,NO,NO,NO,NO,5,NA,5,10,10,5,5,0,0,YES,NO,NO,NO,NO,NO,NO,NA,CHN - ZMB,NA,NA,NA
1473,NA,"Congo, Dem. Rep.",South Africa,Original,2005,2013,In Force,COD,Low income,Sub-Saharan Africa,ZAF,Upper middle income,Sub-Saharan Africa,0.41,0.38,0.34,0.5,0.41,6,YES,6,YES,YES,NO,NO,NO,NO,YES,NO,5,25,15,10,10,10,10,10,0,YES,NO,YES,NO,YES,NO,YES,NA,COD - ZAF,NA,NA,NA
1474,NA,"Congo, Dem. Rep.",Zimbabwe,Original,2002,NA,Not In Force,COD,Low income,Sub-Saharan Africa,ZWE,Lower middle income,Sub-Saharan Africa,0.25,0,0.5,0.25,0.35,0,YES,6,YES,NO,NO,NO,NO,NO,NO,NO,0,NA,0,0,0,0,0,0,0,YES,NO,YES,NO,NO,NO,YES,NA,COD - ZWE,NA,NA,NA
1476,NA,"Congo, Rep.",France,Original,1987,1989,In Force,COG,Lower middle income,Sub-Saharan Africa,FRA,High income,Europe & Central Asia,0.31,0.34,0.22,0.38,0.29,6,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,15,10,20,0,0,15,15,0,0,YES,YES,YES,NO,NO,NO,YES,NA,COG - FRA,NA,NA,NA
1477,NA,"Congo, Rep.",Italy,Original,2003,2015,In Force,COG,Lower middle income,Sub-Saharan Africa,ITA,High income,Europe & Central Asia,0.29,0.27,0.22,0.38,0.29,6,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,8,10,15,0,0,10,10,10,0,YES,YES,YES,NO,NO,NO,YES,NA,COG - ITA,NA,NA,NA
1478,NA,"Congo, Rep.",Mauritius,Original,2010,2015,In Force,COG,Lower middle income,Sub-Saharan Africa,MUS,Upper middle income,Sub-Saharan Africa,0.18,0.09,0.31,0.13,0.18,12,YES,12,YES,YES,NO,NO,NO,NO,YES,NO,0,25,5,5,5,0,0,0,0,NO,NO,NO,NO,NO,YES,YES,NA,COG - MUS,NA,NA,NA
1480,NA,"Congo, Rep.",Tunisia,Original,2005,NA,Not In Force,COG,Lower middle income,Sub-Saharan Africa,TUN,Lower middle income,Middle East & North Africa,0.33,0.14,0.72,0.13,0.41,6,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,0,25,5,5,5,5,5,0,0,NO,NO,YES,NO,NO,NO,NO,NA,COG - TUN,NA,NA,NA
1549,NA,Croatia,Sri Lanka,Pre-independence,1985,1987,In Force,HRV,High income,Europe & Central Asia,LKA,Upper middle income,South Asia,0.45,0.41,0.58,0.38,0.44,9,NO,9,NO,NO,YES,NO,NO,NO,NO,YES,12.5,NA,12.5,10,10,10,10,10,0,YES,YES,YES,NO,NO,NO,NO,NA,HRV - LKA,NA,NA,NA
1569,NA,Cuba,Vietnam,Original,2002,2004,In Force,CUB,Upper middle income,Latin America & Caribbean,VNM,Lower middle income,East Asia & Pacific,0.7,0.38,0.97,0.75,0.82,6,YES,6,NO,NO,YES,YES,YES,YES,YES,NO,5,70,15,10,10,10,10,10,0,YES,YES,YES,NO,YES,NO,NO,NA,CUB - VNM,NA,NA,NA
1644,NA,Czech Republic,Ethiopia,Original,2007,2008,In Force,CZE,High income,Europe & Central Asia,ETH,Low income,Sub-Saharan Africa,0.49,0.38,0.59,0.5,0.53,6,YES,6,YES,YES,NO,YES,YES,YES,NO,NO,10,NA,10,10,10,10,10,10,0,YES,YES,YES,NO,YES,NO,NO,OTHER,CZE - ETH,NA,NA,NA
1690,NA,Czech Republic,Mongolia,Original,1997,1999,In Force,CZE,High income,Europe & Central Asia,MNG,Lower middle income,East Asia & Pacific,0.48,0.38,0.94,0.13,0.47,12,YES,6,NO,NO,YES,YES,YES,NO,NO,NO,10,NA,10,10,10,10,10,10,0,NO,NO,YES,NO,NO,NO,NO,NA,CZE - MNG,NA,NA,NA
1695,NA,Czech Republic,Nigeria,Pre-independence,1989,1991,In Force,CZE,High income,Europe & Central Asia,NGA,Lower middle income,Sub-Saharan Africa,0.45,0.55,0.23,0.57,0.38,3,YES,NO,YES,YES,NO,NO,NO,YES,YES,NA,12.5,10,15,15,15,15,15,15,0,NO,NO,YES,NO,YES,NO,NO,NA,CZE - NGA,NA,NA,NA
1699,NA,Czech Republic,Pakistan,Original,2014,2016,Superseded,CZE,High income,Europe & Central Asia,PAK,Lower middle income,South Asia,0.7,0.5,0.97,0.63,0.82,6,YES,6,NO,NO,YES,YES,YES,YES,YES,NO,5,25,15,10,10,10,10,10,10,YES,YES,YES,NO,YES,NO,NO,OTHER,CZE - PAK,NA,2020,2020
1701,NA,Czech Republic,Philippines,Original,2000,2004,In Force,CZE,High income,Europe & Central Asia,PHL,Lower middle income,East Asia & Pacific,0.42,0.41,0.34,0.5,0.41,6,YES,6,YES,YES,NO,NO,NO,NO,NO,YES,10,10,15,10,10,10,10,10,0,YES,NO,YES,NO,YES,NO,NO,OTHER,CZE - PHL,NA,NA,NA
1720,NA,Czech Republic,Sri Lanka,Pre-independence,1978,1979,In Force,CZE,High income,Europe & Central Asia,LKA,Upper middle income,South Asia,0.27,0.33,0.22,0.25,0.23,6,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,15,NA,15,10,0,10,0,10,0,NA,NA,NO,NA,NA,NO,NO,NA,CZE - LKA,NA,NA,NA
1739,NA,Czech Republic,Vietnam,Original,1997,1999,In Force,CZE,High income,Europe & Central Asia,VNM,Lower middle income,East Asia & Pacific,0.57,0.38,0.97,0.38,0.65,6,YES,6,NO,NO,YES,YES,YES,NO,YES,NO,10,NA,10,10,10,10,10,10,0,YES,NO,YES,NO,NO,NO,NO,NA,CZE - VNM,NA,NA,NA
1752,NA,Denmark,Ghana,Original,2014,2016,In Force,DNK,High income,Europe & Central Asia,GHA,Lower middle income,Sub-Saharan Africa,0.28,0.39,0.2,0.25,0.26,9,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,10,15,8,8,8,8,0,8,YES,NO,YES,NO,NO,NO,YES,NA,DNK - GHA,NA,NA,NA
1777,NA,Denmark,Kenya,Original,1972,1972,In Force,DNK,High income,Europe & Central Asia,KEN,Lower middle income,Sub-Saharan Africa,0.7,1,0.84,0.25,0.59,6,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,20,25,30,20,20,20,20,20,20,NO,NO,YES,NO,NO,NO,NO,NA,DNK - KEN,NA,NA,NA
1808,NA,Denmark,Pakistan,Original,1987,1988,Superseded,DNK,High income,Europe & Central Asia,PAK,Lower middle income,South Asia,0.84,0.68,0.84,1,0.94,6,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,15,NA,15,15,15,12,12,12,12,YES,YES,YES,YES,YES,NO,NO,NA,DNK - PAK,NA,2002,2002
1810,NA,Denmark,Philippines,Original,1995,1997,In Force,DNK,High income,Europe & Central Asia,PHL,Lower middle income,East Asia & Pacific,0.56,0.47,0.59,0.63,0.59,6,YES,6,YES,YES,YES,NO,YES,YES,NO,YES,10,25,15,10,10,15,15,15,0,YES,NO,YES,NO,YES,NO,YES,NA,DNK - PHL,NA,NA,NA
1832,NA,Denmark,Sri Lanka,Original,1981,1980,In Force,DNK,High income,Europe & Central Asia,LKA,Upper middle income,South Asia,0.51,0.44,0.59,0.5,0.53,6,NO,6,YES,NO,NO,YES,YES,YES,YES,YES,15,NA,15,10,10,10,10,10,0,NO,NO,NO,NO,YES,NO,NO,NA,DNK - LKA,NA,NA,NA
1840,NA,Denmark,Tanzania,Original,1976,1977,In Force,DNK,High income,Europe & Central Asia,TZA,Low income,Sub-Saharan Africa,0.4,0.84,0.09,0.25,0.24,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,15,NA,15,12.5,12.5,20,20,20,20,NO,NO,YES,NO,NO,NO,NO,NA,DNK - TZA,NA,NA,NA
1849,NA,Denmark,Uganda,Original,2000,2002,In Force,DNK,High income,Europe & Central Asia,UGA,Low income,Sub-Saharan Africa,0.44,0.49,0.47,0.38,0.47,6,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,10,25,15,10,10,10,10,0,10,NO,NO,YES,NO,YES,NO,YES,NA,DNK - UGA,NA,NA,NA
1859,NA,Denmark,Vietnam,Original,1995,1997,In Force,DNK,High income,Europe & Central Asia,VNM,Lower middle income,East Asia & Pacific,0.66,0.39,0.84,0.75,0.76,6,YES,6,NO,NO,YES,NO,YES,YES,YES,NO,10,25,15,10,10,5,15,5,0,YES,YES,YES,NO,YES,NO,NO,NA,DNK - VNM,NA,NA,NA
1861,NA,Denmark,Zambia,Original,1973,1972,In Force,DNK,High income,Europe & Central Asia,ZMB,Lower middle income,Sub-Saharan Africa,0.28,0.5,0.22,0.13,0.18,6,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,15,NA,15,10,10,15,15,15,0,NO,NO,YES,NO,NO,NO,NO,NA,DNK - ZMB,NA,NA,NA
1886,NA,"Egypt, Arab Rep.",Ethiopia,Original,2011,2013,In Force,EGY,Lower middle income,Middle East & North Africa,ETH,Low income,Sub-Saharan Africa,0.35,0.34,0.45,0.25,0.32,9,NO,12,YES,YES,NO,YES,YES,NO,YES,NO,5,25,10,10,10,10,10,10,0,NO,NO,YES,NO,NO,NO,NO,PPT,EGY - ETH,NA,NA,NA
1918,NA,"Egypt, Arab Rep.",Pakistan,Original,1995,1998,Superseded,EGY,Lower middle income,Middle East & North Africa,PAK,Lower middle income,South Asia,0.88,0.78,0.86,1,0.94,3,YES,NO,NO,NO,YES,YES,YES,YES,YES,NA,15,NA,30,15,15,15,15,15,15,YES,YES,YES,YES,YES,NO,NO,NA,EGY - PAK,NA,2020,2020
1934,NA,"Egypt, Arab Rep.",Sudan,Original,1970,1975,Terminated,EGY,Lower middle income,Middle East & North Africa,SDN,Lower middle income,Sub-Saharan Africa,0.31,0.56,0.09,0.29,0.19,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,15,NA,15,NO LIMIT,NO LIMIT,10,10,10,0,YES,YES,YES,NO,NA,NO,NO,NA,EGY - SDN,2003,NA,2003
1948,NA,"Egypt, Arab Rep.",Vietnam,Original,2006,NA,Not In Force,EGY,Lower middle income,Middle East & North Africa,VNM,Lower middle income,East Asia & Pacific,0.76,0.56,0.97,0.75,0.82,6,YES,6,NO,NO,YES,YES,YES,NO,YES,NO,15,NA,15,15,15,15,15,15,0,YES,YES,YES,YES,YES,NO,NO,NA,EGY - VNM,NA,NA,NA
2006,NA,Ethiopia,France,Original,2006,2008,In Force,ETH,Low income,Sub-Saharan Africa,FRA,High income,Europe & Central Asia,0.33,0.28,0.34,0.38,0.35,6,NO,NO,YES,YES,NO,YES,YES,NO,NO,NO,10,NA,10,5,5,7.5,7.5,7.5,0,YES,NO,YES,NO,YES,NO,NO,NA,ETH - FRA,NA,NA,NA
2007,NA,Ethiopia,India,Original,2011,2013,In Force,ETH,Low income,Sub-Saharan Africa,IND,Lower middle income,South Asia,0.6,0.47,0.84,0.5,0.71,6,YES,6,NO,NO,YES,NO,YES,NO,YES,NO,7.5,NA,7.5,10,10,10,10,10,10,YES,YES,YES,NO,NO,NO,YES,PPT,ETH - IND,NA,NA,NA
2009,NA,Ethiopia,Israel,Original,2004,2008,In Force,ETH,Low income,Sub-Saharan Africa,ISR,High income,Middle East & North Africa,0.24,0.26,0.08,0.38,0.21,9,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,10,15,10,5,5,5,0,0,YES,YES,YES,NO,NO,NO,NO,NA,ETH - ISR,NA,NA,NA
2010,NA,Ethiopia,Italy,Original,1997,1997,In Force,ETH,Low income,Sub-Saharan Africa,ITA,High income,Europe & Central Asia,0.41,0.5,0.47,0.25,0.35,6,YES,NO,YES,YES,YES,YES,NO,NO,NO,NO,10,NA,10,10,10,20,20,20,0,NO,NO,YES,NO,YES,NO,NO,NA,ETH - ITA,NA,NA,NA
2012,NA,Ethiopia,Kuwait,Original,1996,2000,In Force,ETH,Low income,Sub-Saharan Africa,KWT,High income,Middle East & North Africa,0.38,0.29,0.61,0.25,0.41,3,YES,3,YES,YES,YES,NO,YES,NO,YES,NO,5,NA,5,5,5,30,30,0,0,NO,NO,YES,NO,NO,NO,NO,NA,ETH - KWT,NA,NA,NA
2013,NA,Ethiopia,Netherlands,Original,2012,2016,Superseded,ETH,Low income,Sub-Saharan Africa,NLD,High income,Europe & Central Asia,0.26,0.2,0.22,0.38,0.29,6,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,5,10,10,5,5,5,5,0,0,YES,NO,YES,NO,YES,YES,YES,NA,ETH - NLD,NA,2016,2016
2016,NA,Ethiopia,Portugal,Original,2013,2017,In Force,ETH,Low income,Sub-Saharan Africa,PRT,High income,Europe & Central Asia,0.35,0.34,0.34,0.38,0.41,6,NO,NO,YES,YES,NO,YES,YES,NO,NO,NO,5,25,10,10,10,5,5,5,5,YES,NO,YES,NO,YES,NO,NO,PPT,ETH - PRT,NA,NA,NA
2019,NA,Ethiopia,Russian Federation,Original,1999,NA,Not In Force,ETH,Low income,Sub-Saharan Africa,RUS,Upper middle income,Europe & Central Asia,0.3,0.31,0.45,0.13,0.26,9,YES,NO,YES,YES,YES,YES,NO,NO,NO,NO,5,NA,5,5,5,15,15,15,0,NO,NO,YES,NO,NO,NO,NO,NA,ETH - RUS,NA,NA,NA
2021,NA,Ethiopia,Seychelles,Original,2012,2014,In Force,ETH,Low income,Sub-Saharan Africa,SYC,High income,Sub-Saharan Africa,0.33,0.28,0.47,0.25,0.41,6,YES,NO,YES,YES,NO,YES,YES,NO,NO,NO,5,NA,5,5,5,5,5,5,7.5,NO,NO,YES,NO,YES,NO,NO,NA,ETH - SYC,NA,NA,NA
