response,detailed_explanation,links,new_row,iso3c,date,year,short_codes,taxpayer_friendly_answers,action_14,action_14_numbers,category,comb_rate,number_treaties,taxpayer_friendliness
yes,-,-,14,ARG,2020-11-16,2020,access_taxpayer_adjustment,,bp,[B.P.6],availability_access,30,21,1
no,There is no issue excluded from MAP.,-,15,ARG,2020-11-16,2020,access_other,,NA,NA,availability_access,30,21,1
yes,"Although the Competent Authority is not able to depart from judicial rulings, MAP cases can be opened and discussed with the other Competent Authority. When a domestic court case is presented before a MAP, the competent authority would accept the case and analyse it. Neither the procedure nor the judicial case are suspended. In the event that a final judicial ruling is issued before the opening of a MAP case (in practice this quite unlikely since judicial remedies take several years before a final decision is issued, taking into account that decisions are normally appealed.), the competent authority would not deny formal access to MAP, but it won’t be able to deviate from the court decision. If the other competent authority considers that the judicial decision is not in accordance with the tax treaty, probably the case would be closed not fully eliminating the double taxation.",-,16,ARG,2020-11-16,2020,access_domestic_remedies,,NA,NA,availability_access,30,21,1
yes,"Although the Competent Authority is not able to depart from judicial rulings, MAP cases can be opened and discussed with the other Competent Authority.",-,17,ARG,2020-11-16,2020,access_domestic_decision,,NA,NA,availability_access,30,21,1
no,The procedural regulation on MAP has not been approved yet.,-,18,ARG,2020-11-16,2020,access_info_public,,min_std,[B.6],availability_access,30,21,0
yes,"3 years or the time limit provided for in the tax treaty, from the notification of the measure that cause or might cause taxation not in accordance with the tax treaty.",-,19,ARG,2020-11-16,2020,access_timeline,,NA,NA,availability_access,30,21,0
no,-,-,20,ARG,2020-11-16,2020,guidance_multilateral_map,,bp,[B.P.7],availability_access,30,21,0
no,-,-,21,ARG,2020-11-16,2020,tax_collection_suspended,,bp_mod,NA,availability_access,30,21,0
no,-,-,22,ARG,2020-11-16,2020,access_fees,,NA,NA,availability_access,30,21,1
no,-,-,23,ARG,2020-11-16,2020,access_other_info,,NA,NA,availability_access,30,21,NA
no,-,-,24,ARG,2020-11-16,2020,resolution_timeframes,,min_std,NA,resolution,30,21,0
yes,-,"https://www.oecd.org/tax/dispute/2018-
map-statistics-argentina.pdf",25,ARG,2020-11-16,2020,map_statistics,,NA,NA,resolution,30,21,1
no,"Penalties and interest may be waived as long as the result of the MAP on the principal is favourable to the taxpayer, we do not foresee a case that interest and penalties could be addressed independently from the principal. If factual circumstances show that the taxation in Argentina was not in accordance with the tax treaty, no interest or penalties might be applied.",-,26,ARG,2020-11-16,2020,interest_penalties,,NA,NA,resolution,30,21,0
no,-,-,27,ARG,2020-11-16,2020,roles_public,,NA,NA,resolution,30,21,0
no,"As a general policy Argentina is not prepared to provide an extension of jurisdiction in any international agreement that involves State affairs, because of that, it is not possible for us to accept arbitration in tax treaties.",-,28,ARG,2020-11-16,2020,arbitration_any_treaty,,NA,NA,resolution,30,21,0
no,-,-,29,ARG,2020-11-16,2020,arbitration_constitutional_limit,,NA,NA,resolution,30,21,1
no,-,-,30,ARG,2020-11-16,2020,arbitration_treaty_policy,,NA,NA,resolution,30,21,0
no,There is no explanation but the law provides that both procedures may coexist and maps are binding for the tax administration,-,31,ARG,2020-11-16,2020,domestic_remedies_info,,bp,[B.P.10],resolution,30,21,0
n/a,-,-,32,ARG,2020-11-16,2020,domestic_remedies_binding_info,,NA,NA,resolution,30,21,0
yes,-,-,33,ARG,2020-11-16,2020,multi_year_resolution,,bp,[B.P.9],resolution,30,21,1
no,"Tax treaties concluded with Bolivia, Brazil, Germany, France, Italy, and Switzerland do not include a provision which oblige the Competent Authority to make corresponding adjustments. It is expected to be amended by the Multilateral Instrument once it has entered into force for Argentina.",-,34,ARG,2020-11-16,2020,corresponding_adjustment_all_treaties,,bp,[B.P.12],resolution,30,21,0
no,-,-,35,ARG,2020-11-16,2020,resolution_other_info,,NA,NA,resolution,30,21,NA
no,-,-,36,ARG,2020-11-16,2020,additional_tax_timeframe_info,,NA,NA,implementation,30,21,0
no,-,-,37,ARG,2020-11-16,2020,refund_timeframe_info,,NA,NA,implementation,30,21,0
no,"Tax treaties concluded with Belgium, Bolivia, Canada, Chile, Denmark, Germany, Italy, Mexico, United Kingdom, Russia, and Switzerland do not overrule the time limits provided for in the domestic laws. In most cases, it is expected to be amended by the Multilateral Instrument once it has entered into force for Argentina.",-,38,ARG,2020-11-16,2020,implementation_notwithstanding_time,,min_std_mod,NA,implementation,30,21,0
no,-,-,39,ARG,2020-11-16,2020,implementation_other_info,,NA,NA,implementation,30,21,NA
no,"Aruba has never received a MAP request, and therefore never reached such agreements.",N/A,1,ABW,2020-02-21,2020,publication_map_general_nature,,bp,[B.P.2],preventing_disputes,25,6,0
no,Aruba does not have any bilateral APA programme.,N/A,2,ABW,2020-02-21,2020,bil_apa_available,,bp,[B.P.1],preventing_disputes,25,6,0
n/a,N/A,N/A,3,ABW,2020-02-21,2020,bil_apa_roll_back,,NA,NA,preventing_disputes,25,6,0
n/a,N/A,N/A,4,ABW,2020-02-21,2020,bil_apa_timeline,,NA,NA,preventing_disputes,25,6,0
n/a,N/A,N/A,5,ABW,2020-02-21,2020,bil_apa_info_available,,bp,[B.P.3],preventing_disputes,25,6,0
n/a,N/A,N/A,6,ABW,2020-02-21,2020,bil_apa_fees,,NA,NA,preventing_disputes,25,6,0
n/a,N/A,N/A,7,ABW,2020-02-21,2020,bil_apa_statistics,,NA,NA,preventing_disputes,25,6,0
yes,"These officials participate in various tax trainings, including international tax matters.",N/A,8,ABW,2020-02-21,2020,training_officials,,bp,[B.P.4],preventing_disputes,25,6,1
no,Please note that the various tax treaties to which Aruba is a party (apart from the tax arrangement for the Kingdom of the Netherlands) have a limited scope and very little practical effect.,N/A,9,ABW,2020-02-21,2020,other_info_available,,NA,NA,preventing_disputes,25,6,NA
yes,This is relevant only for the Tax Arrangement for the Kingdom of the Netherlands and the treaty with Australia (the other treaties do not include transfer pricing rules).,N/A,10,ABW,2020-02-21,2020,access_tp,,min_std,[B.3],availability_access,25,6,1
yes,This is relevant only for the Tax Arrangement for the Kingdom of the Netherlands (the other treaties do not include a treaty anti-abuse provision).,N/A,11,ABW,2020-02-21,2020,access_anti_abuse_treaty,,NA,NA,availability_access,25,6,1
yes,No restrictions in Guidelines.,N/A,12,ABW,2020-02-21,2020,access_anti_abuse_domestic,,NA,NA,availability_access,25,6,1
yes,No restrictions in Guidelines.,N/A,13,ABW,2020-02-21,2020,access_audit_settlement,,min_std_mod,[B.5],availability_access,25,6,1
yes,No restrictions in Guidelines.,N/A,14,ABW,2020-02-21,2020,access_taxpayer_adjustment,,bp,[B.P.6],availability_access,25,6,1
no,N/A,N/A,15,ABW,2020-02-21,2020,access_other,,NA,NA,availability_access,25,6,1
yes,Aruba is set to publish guidelines (“the Guidelines”) in the months ahead describing and further specifying the MAP. The Guidelines do not include any restrictions for this matter.,"The Guidelines will be published on the Aruba 
Tax Authorities’ website (www.impuesto.aw).",16,ABW,2020-02-21,2020,access_domestic_remedies,,NA,NA,availability_access,25,6,1
yes,The Guidelines do not include any restriction for this matter.,N/A,17,ABW,2020-02-21,2020,access_domestic_decision,,NA,NA,availability_access,25,6,1
no,"The Guidelines further describe and specify the MAP, and list the information and documentation that should be submitted in a request for MAP (paragraph 3).","The Guidelines will be published on the Aruba 
Tax Authorities’ website (www.impuesto.aw).",18,ABW,2020-02-21,2020,access_info_public,,min_std,[B.6],availability_access,25,6,0
yes,"Within three years from the first notification of the action resulting in taxation not in accordance with the treaty, unless the treaty gives a different timeline.","This will be set out in the Guidelines (cf. 
paragraph 3).",19,ABW,2020-02-21,2020,access_timeline,,NA,NA,availability_access,25,6,0
no,N/A,"The Guidelines will be published on the Aruba 
Tax Authorities’ website (www.impuesto.aw).",20,ABW,2020-02-21,2020,guidance_multilateral_map,,bp,[B.P.7],availability_access,25,6,0
yes,"The taxpayer may file a request for suspension. As a general rule, suspension is allowed for assessments that are subject to objection or appeal or that are subject to MAP. The Tax Collector may set conditions (such as security for payment).","Article 8 of the Ordinance on the collection of 
direct taxes (Landsverordening invordering 
directe belastingen) (this ordinance is published 
on the Aruba Tax Authorities’ website: 
www.impuesto.aw). This has been confirmed in 
the Guidelines also (cf. paragraph 5).",21,ABW,2020-02-21,2020,tax_collection_suspended,,bp_mod,NA,availability_access,25,6,1
no,N/A,N/A,22,ABW,2020-02-21,2020,access_fees,,NA,NA,availability_access,25,6,1
yes,The Guidelines will shortly be published.,"The Guidelines will be published on the Aruba 
Tax Authorities’ website (www.impuesto.aw).",23,ABW,2020-02-21,2020,access_other_info,,NA,NA,availability_access,25,6,NA
yes,"CBFZ will review the MAP request and ask further details, if necessary, within two months. Subsequently, CBFZ will inform the taxpayer whether it will start MAP or not. If so, it will inform the other treaty state within four months. CBFZ aims to finalize the MAP within two years from the request.","This will be set out in the Guidelines (cf. 
paragraphs 4 and 5).",24,ABW,2020-02-21,2020,resolution_timeframes,,min_std,NA,resolution,25,6,1
no,No MAP requests have been made to date.,N/A,25,ABW,2020-02-21,2020,map_statistics,,NA,NA,resolution,25,6,0
yes,This applies to all reductions of tax assessments (either resulting from MAP or not),N/A,26,ABW,2020-02-21,2020,interest_penalties,,NA,NA,resolution,25,6,1
no,CBFZ does not prepare any annual report with a mission statement. The roles of CBFZ are described in the Guidelines.,"The Guidelines will be published on the Aruba 
Tax Authorities’ website (www.impuesto.aw).",27,ABW,2020-02-21,2020,roles_public,,NA,NA,resolution,25,6,0
no,N/A,N/A,28,ABW,2020-02-21,2020,arbitration_any_treaty,,NA,NA,resolution,25,6,0
no,N/A,N/A,29,ABW,2020-02-21,2020,arbitration_constitutional_limit,,NA,NA,resolution,25,6,1
yes,N/A,N/A,30,ABW,2020-02-21,2020,arbitration_treaty_policy,,NA,NA,resolution,25,6,1
yes,The Guidelines state that objection and appeal do not impact the MAP; taxpayers can still appeal the tax assessment if the MAP request is denied or if the taxpayer disagrees with the resolution under MAP (paragraph 6 of the Guidelines).,N/A,31,ABW,2020-02-21,2020,domestic_remedies_info,,bp,[B.P.10],resolution,25,6,1
yes,The competent authority is not legally bound to follow a domestic court decision in the MAP and can deviate from a court decision (paragraph 6 of the Guidelines).,"The Guidelines will be published on the Aruba 
Tax Authorities’ website (www.impuesto.aw).",32,ABW,2020-02-21,2020,domestic_remedies_binding_info,,NA,NA,resolution,25,6,1
yes,"The Guidelines state that the resolution can apply to future years also, if it concerns transfer pricing correction (paragraph 6 of the Guidelines).","The Guidelines will be published on the Aruba 
Tax Authorities’ website (www.impuesto.aw).",33,ABW,2020-02-21,2020,multi_year_resolution,,bp,[B.P.9],resolution,25,6,1
no,N/A,N/A,34,ABW,2020-02-21,2020,corresponding_adjustment_all_treaties,,bp,[B.P.12],resolution,25,6,0
no,N/A,N/A,35,ABW,2020-02-21,2020,resolution_other_info,,NA,NA,resolution,25,6,NA
no,Additional tax assessments will generally be imposed within months.,N/A,36,ABW,2020-02-21,2020,additional_tax_timeframe_info,,NA,NA,implementation,25,6,0
no,Refunds will generally be paid within months.,N/A.,37,ABW,2020-02-21,2020,refund_timeframe_info,,NA,NA,implementation,25,6,0
yes,No time limits in the Guidelines. We refer to our response to question 5.1 of the questionnaire.,"See our response to question 5.1 of the 
questionnaire.",38,ABW,2020-02-21,2020,implementation_notwithstanding_time,,min_std_mod,NA,implementation,25,6,1
yes,We refer to the Guidelines.,"The Guidelines will be published on the Aruba 
Tax Authorities’ website (www.impuesto.aw).",39,ABW,2020-02-21,2020,implementation_other_info,,NA,NA,implementation,25,6,NA
no,"Aruba has received MAP requests, but not in relation to issues of a general nature, and therefore never reached such agreements.",N/A,1,ABW,2022-01-27,2022,publication_map_general_nature,,bp,[B.P.2],preventing_disputes,25,6,0
no,Aruba does not have any bilateral APA programme.,N/A,2,ABW,2022-01-27,2022,bil_apa_available,,bp,[B.P.1],preventing_disputes,25,6,0
n/a,N/A,N/A,3,ABW,2022-01-27,2022,bil_apa_roll_back,,NA,NA,preventing_disputes,25,6,0
n/a,N/A,N/A,4,ABW,2022-01-27,2022,bil_apa_timeline,,NA,NA,preventing_disputes,25,6,0
n/a,N/A,N/A,5,ABW,2022-01-27,2022,bil_apa_info_available,,bp,[B.P.3],preventing_disputes,25,6,0
n/a,N/A,N/A,6,ABW,2022-01-27,2022,bil_apa_fees,,NA,NA,preventing_disputes,25,6,0
n/a,N/A,N/A,7,ABW,2022-01-27,2022,bil_apa_statistics,,NA,NA,preventing_disputes,25,6,0
yes,"These officials participate in various (virtual) tax trainings, including international tax matters. The officials can also request for a tax training at the University of Aruba or the University of Curaçao offers.",N/A,8,ABW,2022-01-27,2022,training_officials,,bp,[B.P.4],preventing_disputes,25,6,1
no,Please note that the various tax treaties to which Aruba is a party (apart from the tax arrangement for the Kingdom of the Netherlands) have a limited scope and very little practical effect.,N/A,9,ABW,2022-01-27,2022,other_info_available,,NA,NA,preventing_disputes,25,6,NA
yes,This is relevant only for the Tax Arrangement for the Kingdom of the Netherlands and the treaty with Australia (the other treaties do not include transfer pricing rules).,"https://www.impuesto.aw/_flysystem/media/p
olicy_mutual_agreement_procedure_final_08-
06-2020.pdf (unofficial translation in English) 
https://www.impuesto.aw/_flysystem/media/b
eleid_onderlinge_overlegprocedure_map_final
_18mei2020.pdf (in Dutch)",10,ABW,2022-01-27,2022,access_tp,,min_std,[B.3],availability_access,25,6,1
