part,name,text,iso3c,phase
Part B,Exchange of information,"It is recommended that Qatar take steps to enable exchanges of CbC reports, e.g. notably depositing its instrument of ratification, carrying on any internal process so that the Convention is brought into effect and lodging a Unilateral Declaration in order to align the effective date of the Convention with first intended exchanges of CbC Reports under the CbC MCAA, as permitted under paragraph 6 of Article 28 of the Convention, or relying on Double Tax Agreements or Tax Information and Exchange Agreements and in addition to bring the Convention into effect and have Qualifying Competent Authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, appropriate use and consistency conditions.",QAT,2018
Part C,Appropriate use,It is recommended that Qatar take steps to finalise the measures for appropriate use ahead of the first exchanges of information.,QAT,2018
Part A,Domestic legal and administrative,-,ROU,2018
Part B,Exchange of information,"It is recommended that Romania finalise the signing process of the CbC MCAA and have QCAAs in effect with jurisdictions of the Inclusive Framework which meet the confidentiality, consistency and appropriate use prerequisites.",ROU,2018
Part C,Appropriate use,It is recommended that Romania take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,ROU,2018
Part A,Domestic legal and administrative,It is recommended that Russia clarify the exact scope and legal basis under the minimum standard and / or the exchange of information framework for the filing exemption in relation to military-industrial cooperation and strategic enterprises. report,RUS,2018
Part A,Domestic legal and administrative,It is recommended that Russia amend its legislation or otherwise takes steps to ensure that local filing is only required in the circumstances contained in the terms of reference.,RUS,2018
Part A,Domestic legal and administrative,It is recommended that Russia amend its legislation or otherwise takes steps to ensure that enforcement provisions and monitoring relating to the CbCR’s effective implementation are provided for as contained in the terms of reference as from the first reporting period.,RUS,2018
Part B,Exchange of information framework,-,RUS,2018
Part C,Appropriate use,-,RUS,2018
Part A,Domestic legal and administrative,It is recommended that San Marino take steps to implement a domestic legal and administrative framework to impose and enforce CbC requirements as soon as possible.,SMR,2018
Part B,Exchange of information,"It is recommended that San Marino take steps to sign the CbC MCAA and have QCAAs in effect with jurisdictions of the Inclusive Framework which meet the confidentiality, consistency and appropriate use prerequisites.",SMR,2018
Part C,Appropriate use,It is recommended that San Marino take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,SMR,2018
Part A,Domestic legal and administrative,"It is recommended that Saudi Arabia finalise its domestic legal and administrative framework to impose and enforce CbC requirements as soon as possible, taking into account its particular domestic legislative process.",SAU,2018
Part B,Exchange of information,"It is recommended that Saudi Arabia sign the CbC MCAA and also take steps to have Qualifying Competent Authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions",SAU,2018
Part C,Appropriate use,It is recommended that Saudi Arabia take steps to ensure that the appropriate use condition is met ahead of the first exchanges of CbC reports.,SAU,2018
Part A,Domestic legal and administrative,"It is recommended that Senegal finalise its domestic legal and administrative framework in relation to CbC requirements as soon as possible, taking into account its particular domestic legislative process.",SEN,2018
Part B,Exchange of information,"It is recommended that Senegal take steps to have QCAAs in effect with jurisdictions of the Inclusive Framework which meet the confidentiality, consistency and appropriate use prerequisites.",SEN,2018
Part C,Appropriate use,It is recommended that Senegal take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,SEN,2018
Part A,Domestic legal and administrative,"It is recommended that the Seychelles finalise its domestic legal and administrative framework in relation to CbC requirements as soon as possible, taking into account its particular domestic legislative process.",SYC,2018
Part B,Exchange of information,"It is recommended that the Seychelles take steps to sign the CbC MCAA and have QCAAs in effect with jurisdictions of the Inclusive Framework which meet the confidentiality, consistency and appropriate use prerequisites.",SYC,2018
Part C,Appropriate use,It is recommended that the Seychelles take steps to ensure that the appropriate use condition is met ahead of the first exchanges of CbC reports.,SYC,2018
Part A,Domestic legal and administrative framework,-,SGP,2018
Part B,Exchange of information framework,-,SGP,2018
Part C,Appropriate use,-,SGP,2018
Part A,Domestic legal and administrative framework,-,SVK,2018
Part B,Exchange of information,-,SVK,2018
Part C,Appropriate use,-,SVK,2018
Part A,Domestic legal and administrative framework,-,SVN,2018
Part B,Exchange of information framework,-,SVN,2018
Part C,Appropriate use,-,SVN,2018
Part A,Domestic legal and administrative,-,ZAF,2018
Part B,Exchange of information framework,-,ZAF,2018
Part C,Appropriate use,-,ZAF,2018
Part A,Domestic legal and administrative,"It is recommended that Spain amend the annual consolidated group revenue threshold calculation rule so that it applies in a manner consistent with the OECD guidance on currency fluctuations, when local filing requirements are applicable. group revenue threshold",ESP,2018
Part A,Domestic legal and administrative,It is recommended that Spain amend or otherwise clarify the definition of a Constituent Entity in a manner consistent with the terms of reference. obligation – Definition of Constituent Entity,ESP,2018
